episode,total_timesteps,episode_length,episode_reward,rolling_mean_reward,elapsed_seconds
463,5556,12,6.180487,5.186011,27.295708
464,5568,12,5.237272,5.197802,27.329710
465,5580,12,5.032253,5.143203,27.362737
466,5592,12,5.653003,5.191102,27.403387
467,5604,12,4.874027,5.212046,27.436749
468,5616,12,5.900283,5.265249,27.468564
469,5628,12,4.709917,5.290170,27.501563
470,5640,12,4.892103,5.265256,27.889874
471,5652,12,4.680562,5.205616,27.925891
472,5664,12,6.579430,5.214315,27.958732
473,5676,12,5.495813,5.204679,28.002746
474,5688,12,6.433276,5.249295,28.040738
475,5700,12,5.973362,5.289202,28.082278
476,5712,12,5.779383,5.328838,28.116282
477,5724,12,5.533211,5.339991,28.148287
478,5736,12,5.079713,5.347852,28.181808
479,5748,12,4.739758,5.326573,28.230804
480,5760,12,5.332723,5.365095,28.263322
481,5772,12,5.851831,5.365588,28.299325
482,5784,12,6.328084,5.404428,28.340326
483,5796,12,5.109994,5.396442,28.390342
484,5808,12,4.848933,5.435705,28.447389
485,5820,12,5.995946,5.482301,28.491407
486,5832,12,5.020074,5.484854,28.533405
487,5844,12,6.610718,5.514886,28.572933
488,5856,12,5.322401,5.480563,28.607446
489,5868,12,5.636809,5.496544,28.640454
490,5880,12,5.203069,5.503377,28.673976
491,5892,12,5.400133,5.493262,28.708397
492,5904,12,5.115215,5.502910,28.742077
493,5916,12,4.946864,5.464773,28.776010
494,5928,12,6.316287,5.529028,28.810202
495,5940,12,5.173214,5.540272,28.852829
496,5952,12,4.968684,5.551797,28.887909
497,5964,12,5.428041,5.505741,28.930074
498,5976,12,6.003527,5.526050,28.966714
499,5988,12,5.386787,5.484190,29.000765
500,6000,12,5.688764,5.472807,29.034727
501,6012,12,4.720578,5.430454,29.075971
502,6024,12,4.734069,5.398489,29.109145
503,6036,12,6.282865,5.446615,29.139862
504,6048,12,4.363628,5.431570,29.173968
505,6060,12,4.696677,5.406128,29.208255
506,6072,12,4.839959,5.365653,29.238803
507,6084,12,6.308841,5.364883,29.279904
508,6096,12,4.448279,5.338414,29.320941
509,6108,12,4.799851,5.336451,29.362282
510,6120,12,6.456419,5.354870,29.405894
511,6132,12,4.582152,5.337353,29.448152
512,6144,12,5.423726,5.289874,29.482242
513,6156,12,6.084287,5.320349,29.906501
514,6168,12,6.080780,5.338108,29.942052
515,6180,12,5.326975,5.343064,29.982615
516,6192,12,5.716711,5.355727,30.018190
517,6204,12,6.666486,5.417778,30.051955
518,6216,12,5.747161,5.449790,30.084163
519,6228,12,5.771553,5.428001,30.127063
520,6240,12,6.164385,5.467647,30.160566
521,6252,12,4.464091,5.447464,30.194490
522,6264,12,6.394295,5.486114,30.228083
523,6276,12,5.591812,5.469645,30.273856
524,6288,12,6.580913,5.517410,30.309303
525,6300,12,5.590897,5.513496,30.354052
526,6312,12,5.818510,5.557413,30.392178
527,6324,12,4.409739,5.544440,30.430861
528,6336,12,5.284946,5.504523,30.464859
529,6348,12,4.606811,5.514250,30.500859
530,6360,12,5.500330,5.546396,30.537560
531,6372,12,5.190893,5.560434,30.573471
532,6384,12,5.578477,5.531219,30.605481
533,6396,12,4.924128,5.550253,30.650997
534,6408,12,5.704161,5.586426,30.689997
535,6420,12,5.841467,5.561827,30.726533
536,6432,12,5.361523,5.593002,30.766532
537,6444,12,5.327904,5.589169,30.800543
538,6456,12,4.664000,5.532358,30.836667
539,6468,12,4.495679,5.468954,30.878670
540,6480,12,4.386031,5.431316,30.935600
541,6492,12,5.735865,5.432082,31.024365
542,6504,12,6.087609,5.408927,31.073711
543,6516,12,6.254536,5.429222,31.127187
544,6528,12,5.152306,5.404452,31.169112
545,6540,12,5.723333,5.386810,31.205940
546,6552,12,4.075439,5.371264,31.246056
547,6564,12,4.598665,5.299439,31.305900
548,6576,12,6.213512,5.324307,31.352410
549,6588,12,3.529946,5.202268,31.411126
550,6600,12,4.309232,5.151002,31.474004
551,6612,12,5.263366,5.128796,31.537341
552,6624,12,5.563661,5.174953,31.618788
553,6636,12,5.379330,5.178728,31.666254
554,6648,12,4.891938,5.190133,31.722149
555,6660,12,5.691164,5.197767,32.261367
556,6672,12,5.787150,5.221617,32.314905
557,6684,12,5.094088,5.202241,32.362905
558,6696,12,4.855072,5.199479,32.441181
559,6708,12,6.086944,5.214790,32.504632
560,6720,12,5.942133,5.218817,32.547661
561,6732,12,5.470810,5.223189,32.602819
562,6744,12,5.778197,5.241200,32.646931
563,6756,12,5.043535,5.256382,32.695934
564,6768,12,6.267043,5.327236,32.742448
565,6780,12,4.684875,5.339190,32.785447
566,6792,12,4.970734,5.308585,32.833011
567,6804,12,6.490370,5.324695,32.882543
568,6816,12,4.494149,5.254280,32.930099
569,6828,12,4.254070,5.218350,32.974679
570,6840,12,5.330211,5.202625,33.021058
571,6852,12,5.892928,5.275325,33.063762
572,6864,12,6.120954,5.336216,33.102117
573,6876,12,5.165031,5.294277,33.147253
574,6888,12,5.267241,5.363769,33.183225
575,6900,12,6.152443,5.437497,33.233424
576,6912,12,5.465246,5.445573,33.273682
577,6924,12,5.243116,5.432751,33.306671
578,6936,12,5.274481,5.428557,33.344533
579,6948,12,5.945931,5.470717,33.387719
580,6960,12,3.980228,5.402279,33.435033
581,6972,12,5.595802,5.394625,33.479632
582,6984,12,5.910753,5.427292,33.545892
583,6996,12,5.340914,5.446726,33.590893
584,7008,12,6.911440,5.479705,33.630412
585,7020,12,5.269979,5.452819,33.667411
586,7032,12,4.160716,5.400415,33.701415
587,7044,12,5.404273,5.385459,33.754865
588,7056,12,4.572539,5.366619,33.799475
589,7068,12,5.097055,5.319819,33.843674
590,7080,12,5.996626,5.372289,33.890176
591,7092,12,5.558951,5.395818,33.939694
592,7104,12,4.850040,5.330205,33.981698
593,7116,12,4.839654,5.344025,34.021762
594,7128,12,5.510055,5.394264,34.069760
595,7140,12,4.666132,5.367701,34.121333
596,7152,12,3.545015,5.273785,34.155337
597,7164,12,5.141304,5.234599,34.197343
598,7176,12,6.308606,5.280342,34.652451
599,7188,12,5.878700,5.304800,34.697452
600,7200,12,4.842502,5.252402,34.750622
601,7212,12,4.835793,5.227224,34.789726
602,7224,12,5.180921,5.224736,34.837247
603,7236,12,5.268764,5.224508,34.882246
604,7248,12,4.638632,5.172216,34.923758
605,7260,12,4.631658,5.198273,34.957761
606,7272,12,5.048374,5.176376,35.002768
607,7284,12,5.398741,5.155895,35.041227
608,7296,12,5.968227,5.180988,35.100914
609,7308,12,5.705886,5.132766,35.143023
610,7320,12,5.913153,5.158493,35.187802
611,7332,12,4.042465,5.153763,35.228372
612,7344,12,6.237469,5.187090,35.268365
613,7356,12,6.218965,5.252948,35.307370
614,7368,12,5.122080,5.253949,35.356891
615,7380,12,5.021031,5.214925,35.407789
616,7392,12,6.348287,5.246498,35.449323
617,7404,12,5.677525,5.279598,35.496331
618,7416,12,3.648047,5.231933,35.549835
619,7428,12,4.410802,5.187963,35.589330
620,7440,12,5.251666,5.211385,35.631845
621,7452,12,6.214776,5.318175,35.678859
622,7464,12,6.615523,5.377144,35.726243
623,7476,12,4.446948,5.302677,35.767348
624,7488,12,4.596474,5.251388,35.812885
625,7500,12,5.522733,5.278598,35.850881
626,7512,12,5.690651,5.312792,35.897701
627,7524,12,6.520937,5.366393,35.946130
628,7536,12,5.322752,5.368552,35.990968
629,7548,12,6.037374,5.424502,36.036099
630,7560,12,5.438530,5.456777,36.074081
631,7572,12,6.312378,5.507337,36.119653
632,7584,12,4.853579,5.485530,36.166769
